Car Model,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs),Car Age
Chevrolet Sail,140000,Petrol,Manual,1,1.5,12
Honda Amaze,150000,Petrol,Manual,1,4.23,7
Ford Fiesta,86180,Petrol,Manual,3,1.25,13
Hyundai i20,100000,Diesel,Manual,2,1.49,15
Maruti Eeco,160000,Petrol,Manual,2,1.8,11
Maruti Celerio,130000,Petrol,Manual,1,3.0,9
Maruti Wagon R 1.0,140000,Petrol,Manual,4,1.11,15
Toyota Etios Liva,150000,Diesel,Manual,4,1.48,13
Volkswagen VIRTUS,30510,Petrol,Manual,1,10.5,3
Maruti Wagon R 1.0,170000,Petrol,Manual,2,2.21,11
Honda City,140000,Petrol,Manual,1,3.64,11
Honda Amaze,120000,Petrol,Manual,2,3.3,10
Tata Tiago,70320,Petrol,Manual,2,3.35,8
Datsun Go,67280,Petrol,Manual,1,1.39,10
Datsun Go Plus,110000,Petrol,Manual,2,1.27,10
Tata Manza,150000,Diesel,Manual,1,1.0,14
Ford New Figo,45930,Diesel,Manual,1,3.56,10
Hyundai Xcent,140000,Diesel,Manual,2,2.55,10
Hyundai i10,77900,Petrol,Manual,2,2.2,12
Maruti Ertiga,110000,Diesel,Manual,3,2.8,13
Honda City,200000,Petrol,Auto,4,1.63,15
Skoda Rapid,220000,Diesel,Manual,1,4.35,8
Datsun Redi Go,160000,Petrol,Manual,1,1.1,9
Hyundai Verna,96780,Petrol,Auto,3,3.87,8
Ford Figo,220000,Diesel,Manual,2,1.55,11
Volkswagen Polo,110000,Diesel,Manual,2,1.2,15
Maruti Baleno,56630,Petrol,Manual,1,5.36,6
Honda Jazz,55480,Petrol,Manual,3,3.36,9
Maruti Ertiga,87660,Diesel,Manual,2,6.44,8
Maruti Wagon R 1.0,69610,Petrol,Manual,1,2.53,12
Hyundai Grand i10,180000,Petrol,Manual,1,4.0,7
Mahindra XUV500,100000,Diesel,Manual,1,6.39,8
Maruti Wagon R Duo,180000,Petrol,Manual,1,1.03,15
Maruti Swift,82590,Petrol,Manual,1,5.3,4
Volkswagen Polo,170000,Diesel,Manual,2,3.18,10
Maruti Vitara Brezza,160000,Diesel,Manual,1,6.45,8
Renault TRIBER,110000,Petrol,Manual,1,4.59,3
Tata Zest,100000,Petrol,Manual,2,2.42,8
Hyundai Creta,70840,Petrol,Manual,1,9.6,5
Mahindra Xylo,530000,Diesel,Manual,2,2.59,13
Maruti Vitara Brezza,81360,Petrol,Manual,1,6.74,5
Honda Amaze,72260,Diesel,Manual,1,3.89,8
Honda City,89880,Petrol,Manual,2,3.11,10
Honda City,170000,Petrol,Manual,1,5.9,8
KIA CARENS,26200,Petrol,Manual,1,9.65,2
Hyundai Verna,87770,Diesel,Auto,1,8.64,6
Maruti Ertiga,95940,Petrol,Manual,1,8.72,3
Maruti Dzire,110000,Diesel,Manual,1,5.14,8
Toyota URBAN CRUISER,477,Petrol,Auto,2,9.95,3
Maruti Ciaz,120000,Diesel,Manual,1,4.19,10
Hyundai Grand i10,110000,Petrol,Manual,1,4.31,6
Tata Harrier,90300,Diesel,Manual,1,16.5,3
Maruti Alto,5360,Petrol,Manual,2,3.89,3
Maruti Swift,81090,Petrol,Manual,2,4.8,3
Hyundai GRAND I10 NIOS,35460,Petrol,Manual,2,5.52,4
Mahindra KUV 100 NXT,66110,Petrol,Manual,1,3.1,7
Hyundai Creta,110000,Diesel,Manual,1,7.8,9
Maruti Swift Dzire,67490,Petrol,Manual,1,4.29,9
Honda City,29630,Petrol,Auto,1,6.69,7
Tata NEXON,23520,Diesel,Manual,1,13.77,1
Honda Mobilio,140000,Diesel,Manual,2,3.5,10
MG ASTOR,26840,Petrol,Manual,1,12.72,3
Mahindra Thar,25840,Petrol,Manual,1,11.09,3
Tata NEXON,90290,Petrol,Manual,1,5.83,6
Tata Hexa,110000,Diesel,Manual,1,6.32,7
Maruti Eeco,180000,Petrol,Manual,1,3.66,8
Maruti New Wagon-R,61960,Petrol,Manual,2,4.01,6
Tata NEXON,7160,Petrol,Manual,1,11.96,1
Toyota Innova,79210,Diesel,Manual,2,6.27,10
Renault Captur,100000,Diesel,Manual,3,4.23,8
MG HECTOR,120000,Diesel,Manual,1,9.95,6
Honda City,51600,Petrol,Auto,2,11.0,4
Hyundai Creta,55190,Diesel,Auto,2,13.5,3
Mercedes Benz C Class,190000,Diesel,Auto,2,16.89,8
Mahindra XUV300,33060,Petrol,Auto,2,7.5,4
MG HECTOR,43870,Petrol,Auto,1,14.27,3
Mahindra TUV 300 PLUS,180000,Diesel,Manual,1,6.65,5
Tata Harrier,31880,Diesel,Manual,1,16.5,2
Maruti Baleno,30280,Petrol,Manual,1,7.9,1
KIA SELTOS,28710,Diesel,Manual,1,15.15,3
Hyundai i20,74380,Petrol,Manual,2,1.4,14
Maruti Baleno,32759,Petrol,Manual,2,4.31,7
Hyundai Verna,78870,Diesel,Manual,2,6.94,7
Maruti Swift,29600,Petrol,Manual,2,2.99,9
Hyundai NEW I20,1420,Petrol,Manual,2,6.5,4
Maruti Ertiga,71550,Petrol,Manual,2,10.51,6
Mahindra Thar,15120,Diesel,Manual,1,10.64,1
Maruti Ritz,150000,Diesel,Manual,3,1.32,14
Renault TRIBER,86220,Petrol,Manual,1,5.69,4
Hyundai GRAND I10 NIOS,51010,Petrol,Manual,1,5.32,5
Maruti Dzire,69130,Petrol,Manual,1,7.32,1
Maruti New Wagon-R,43260,Petrol,Manual,2,4.7,5
Ford Figo,120000,Diesel,Manual,3,1.48,15
Maruti Swift,210000,Diesel,Manual,4,4.03,11
Nissan Micra,229999,Diesel,Manual,2,1.3,15
Mahindra Verito,229999,Diesel,Manual,3,1.37,13
Tata Tiago,67170,Diesel,Manual,2,3.35,7
Mahindra Xylo,160000,Diesel,Manual,6,2.34,12
Honda Amaze,37080,Petrol,Manual,3,2.2,12
Chevrolet Beat,64319,Petrol,Manual,2,1.7,15
Ford Figo Aspire,190000,Diesel,Manual,1,4.0,8
Maruti Swift,180000,Diesel,Manual,4,2.8,12
Maruti Wagon R 1.0,120000,Petrol,Manual,2,2.65,10
Tata NEXON,80570,Petrol,Manual,1,6.89,4
Hyundai i10,26830,Petrol,Manual,2,2.9,12
Volkswagen Vento,140000,Diesel,Manual,3,2.17,14
Maruti A Star,140000,Petrol,Manual,6,1.98,15
Honda Brio,50320,Petrol,Manual,2,2.0,12
Hyundai i20,140000,Diesel,Manual,5,2.5,13
Hyundai i20,92250,Petrol,Manual,4,3.0,12
Fiat Grand Punto,140000,Diesel,Manual,4,1.38,14
Volkswagen Vento,130000,Petrol,Manual,4,1.98,14
Maruti Wagon R 1.0,82880,Petrol,Manual,2,2.58,11
Maruti Wagon R 1.0,130000,Petrol,Manual,3,2.8,11
Hyundai Eon,58550,Petrol,Manual,2,1.84,10
Maruti Swift,64349,Petrol,Manual,1,6.0,5
Maruti Swift Dzire,100000,Petrol,Manual,1,5.0,9
Tata Tiago,66720,Diesel,Manual,2,3.44,7
Volkswagen Vento,79200,Petrol,Manual,4,1.87,13
Maruti Celerio,100000,Petrol,Manual,2,3.77,10
Maruti Ertiga,83710,Petrol,Manual,1,10.66,3
Hyundai i10,95430,Petrol,Auto,3,2.2,12
Hyundai i10,70780,Petrol,Manual,6,1.02,17
Tata Tiago,65269,Petrol,Manual,1,4.88,4
Maruti Alto K10,46570,Petrol,Manual,1,3.25,10
Maruti Wagon R 1.0,130000,Petrol,Manual,4,1.0,14
Tata Tiago,78270,Petrol,Manual,1,3.87,8
Tata PUNCH,14230,Petrol,Manual,1,7.0,2
Maruti Celerio,43370,Petrol,Manual,1,3.98,3
Volkswagen Polo,65349,Diesel,Manual,1,4.0,10
Maruti Alto,42310,Petrol,Manual,3,3.8,4
Hyundai Eon,110000,Petrol,Manual,3,1.78,10
Tata Manza,99240,Diesel,Manual,1,1.81,13
Ford Figo,100000,Diesel,Manual,2,1.76,14
Renault Duster,160000,Diesel,Manual,2,2.5,13
Maruti Alto 800,93380,Petrol,Manual,2,2.2,13
Hyundai i20,170000,Diesel,Manual,5,1.94,13
Volkswagen Polo,160000,Petrol,Manual,2,3.5,9
Hyundai i10,55080,Petrol,Manual,2,2.0,13
Maruti Alto K10,190000,Petrol,Manual,1,2.87,6
Tata TIAGO NRG,78110,Petrol,Manual,1,4.0,7
Maruti Baleno,49480,Petrol,Manual,1,5.5,3
Honda City,87640,Petrol,Manual,2,4.42,11
Hyundai Elite i20,110000,Petrol,Manual,2,4.05,8
Maruti Dzire,98640,Diesel,Manual,1,7.0,7
Volkswagen Ameo,110000,Petrol,Manual,1,4.0,7
Maruti Ertiga,74930,Diesel,Manual,2,7.4,8
Maruti Alto K10,79550,Petrol,Manual,2,1.4,14
Hyundai i10,16900,Petrol,Manual,2,3.1,10
Renault Pulse,79250,Diesel,Manual,3,1.6,10
Tata NEXON,88400,Petrol,Auto,2,8.25,5
Hyundai Eon,82980,Petrol,Manual,1,1.8,12
Mahindra XUV500,110000,Diesel,Manual,4,2.3,13
Hyundai i10,54450,Petrol,Manual,3,1.6,15
Tata NEXON,130000,Diesel,Manual,5,6.0,8
Nissan Sunny,73490,Diesel,Manual,1,2.57,13
Maruti Alto K10,120000,Petrol,Manual,1,1.5,15
KIA CARENS,150000,Diesel,Auto,1,17.0,3
Maruti Wagon R 1.0,91380,Petrol,Manual,3,2.49,11
Hyundai Grand i10,130000,Diesel,Manual,2,2.79,11
Hyundai Xcent,240000,Diesel,Manual,1,4.36,9
Nissan Sunny,140000,Diesel,Manual,3,1.8,10
Ford Figo,220000,Diesel,Manual,1,1.0,15
Hyundai i10,46230,Petrol,Manual,2,2.05,15
Tata Indica Vista,160000,Diesel,Manual,3,1.46,13
Maruti Alto 800,50360,Petrol,Manual,2,2.5,10
Maruti Wagon R 1.0,200000,Petrol,Manual,1,3.0,10
Maruti Ertiga,140000,Petrol,Manual,5,4.2,11
Hyundai Eon,23120,Petrol,Manual,1,2.8,8
Renault Kwid,50820,Petrol,Manual,1,3.5,6
Hyundai i10,59480,Petrol,Manual,4,1.5,14
Maruti Alto K10,62610,Petrol,Manual,3,1.35,13
Maruti Wagon R 1.0,94210,Petrol,Manual,5,1.51,14
Hyundai i10,60140,Petrol,Manual,1,2.75,12
Maruti FRONX,30400,Petrol,Manual,1,8.5,1
Maruti Ritz,130000,Diesel,Manual,3,1.75,14
Tata Nano,43570,Petrol,Auto,4,1.5,9
Maruti SX4,229999,Diesel,Manual,3,2.5,14
Hyundai New Elantra,890000,Diesel,Auto,5,2.14,13
Hyundai Verna,160000,Diesel,Manual,6,1.5,15
Toyota Innova,210000,Diesel,Manual,6,1.42,19
Chevrolet Beat,120000,Diesel,Manual,1,1.4,13
Honda Brio,70260,Petrol,Manual,2,2.04,14
Ford Fiesta,229999,Diesel,Manual,2,1.25,15
Maruti Ertiga,150000,Diesel,Manual,3,5.1,13
Mahindra TUV300,110000,Diesel,Manual,2,6.0,7
Ford Figo Aspire,250000,Diesel,Manual,1,3.5,9
Tata ALTROZ,13510,Petrol,Manual,1,7.0,2
Hyundai Grand i10,67290,Petrol,Manual,1,3.51,11
Honda Amaze,150000,Diesel,Manual,2,3.6,12
Volkswagen Vento,240000,Diesel,Manual,2,2.23,14
Maruti Swift,100000,Petrol,Manual,3,3.8,11
Maruti Alto K10,26440,Petrol,Manual,1,1.6,15
MG ASTOR,11500,Petrol,Manual,1,12.5,3
Maruti Swift,170000,Diesel,Manual,2,2.12,15
Tata PUNCH,33870,Petrol,Manual,1,7.0,2
Maruti Swift Dzire,200000,Diesel,Manual,2,4.2,12
Volkswagen Vento,150000,Petrol,Manual,3,2.75,14
Tata TIGOR,67590,Petrol,Manual,1,4.2,6
Datsun Redi Go,55470,Petrol,Manual,2,2.12,8
Hyundai i20,120000,Diesel,Manual,3,2.65,13
Maruti Celerio,170000,Petrol,Manual,2,4.0,5
Hyundai Elite i20,140000,Diesel,Manual,1,6.37,8
Honda Brio,96760,Petrol,Manual,3,2.55,11
Maruti Alto 800,63930,Petrol,Manual,3,2.75,7
Volkswagen Vento,190000,Diesel,Manual,1,3.76,12
Tata Indica Vista,180000,Diesel,Manual,3,1.14,13
Honda City,150000,Diesel,Manual,1,4.6,10
Tata Manza,180000,Diesel,Manual,3,1.42,13
Volkswagen VIRTUS,4220,Petrol,Auto,1,18.0,0
Maruti Wagon R 1.0,110000,Petrol,Manual,3,3.57,8
Honda City,41780,Petrol,Auto,1,10.5,4
Volkswagen Vento,55500,Diesel,Manual,2,3.29,12
Hyundai Grand i10,71980,Petrol,Manual,3,3.5,10
Maruti Ertiga,180000,Petrol,Manual,3,6.9,8
Maruti Wagon R 1.0,34200,Petrol,Manual,1,2.6,14
Hyundai i20,260000,Diesel,Manual,4,2.87,12
Hyundai Elite i20,84380,Petrol,Manual,3,4.0,10
Maruti Alto K10,99120,Petrol,Auto,3,3.4,8
Hyundai Elite i20,56670,Petrol,Manual,1,6.61,5
Hyundai Creta,78060,Petrol,Manual,2,7.19,7
BMW X1,120000,Diesel,Auto,3,4.5,14
BMW 3 Series,130000,Diesel,Auto,3,7.96,12
Tata NEXON,85000,Diesel,Auto,1,7.0,7
Honda City,96860,Petrol,Manual,2,4.84,10
Tata Indica Vista,97510,Diesel,Manual,3,1.35,11
Volkswagen Ameo,44910,Diesel,Auto,2,9.64,7
Maruti Celerio,80830,Petrol,Manual,2,4.2,8
Honda City,190000,Petrol,Manual,1,5.2,10
Hyundai Verna,110000,Petrol,Manual,1,5.0,9
Maruti Baleno,100000,Petrol,Manual,1,4.5,8
Toyota Glanza,29900,Petrol,Manual,1,6.5,2
Tata ALTROZ,31050,Petrol,Manual,1,6.5,3
Hyundai Grand i10,39740,Diesel,Manual,1,5.71,8
Hyundai i20,120000,Diesel,Manual,1,3.99,11
Datsun Go Plus,120000,Petrol,Manual,2,2.47,10
Hyundai Xcent,160000,Diesel,Manual,1,4.38,10
Renault Duster,110000,Diesel,Manual,2,2.45,13
Volkswagen Polo,100000,Diesel,Manual,2,4.0,10
Maruti Alto 800,110000,Petrol,Manual,4,2.4,10
Hyundai i20,77600,Diesel,Manual,3,2.9,12
Mahindra Kuv100,120000,Diesel,Manual,1,3.5,9
Maruti Wagon R 1.0,54350,Petrol,Auto,1,3.0,10
Maruti Swift,100000,Petrol,Manual,3,3.34,12
Maruti Swift Dzire,170000,Diesel,Manual,2,2.89,15
Toyota Innova,260000,Diesel,Manual,4,2.5,17
Hyundai Verna,270000,Diesel,Manual,4,3.0,13
Maruti IGNIS,67880,Diesel,Auto,1,5.5,8
Hyundai Creta,7400,Petrol,Manual,1,12.5,2
Renault Duster,110000,Diesel,Manual,2,3.0,12
Tata NEXON,160000,Diesel,Manual,1,7.0,7
Maruti Dzire,160000,Diesel,Auto,3,6.59,7
Maruti Wagon R 1.0,49100,Petrol,Manual,1,2.39,14
Maruti Ritz,170000,Diesel,Manual,4,2.5,12
Volkswagen Jetta,87630,Diesel,Manual,3,3.85,11
Honda Civic,190000,Petrol,Manual,1,2.6,14
Hyundai Grand i10,110000,Petrol,Manual,4,3.66,9
Mahindra Thar,11550,Diesel,Manual,2,15.5,4
Honda Amaze,70240,Petrol,Manual,1,6.8,4
Ford Figo Aspire,110000,Diesel,Manual,2,4.98,8
Mahindra XUV500,150000,Diesel,Manual,2,10.5,7
Mahindra XUV300,100000,Diesel,Manual,1,9.5,2
Hyundai Eon,73630,Petrol,Manual,3,2.62,10
Maruti Swift Dzire,390000,Diesel,Manual,4,2.67,15
Maruti Ciaz,140000,Diesel,Manual,1,5.95,9
Renault TRIBER,85990,Petrol,Manual,1,7.0,3
Tata NEXON,68430,Petrol,Manual,1,7.3,3
Hyundai GRAND I10 NIOS,40630,Petrol,Manual,1,6.59,4
Maruti Swift,94590,Petrol,Auto,1,5.0,7
KIA CARENS,41850,Petrol,Manual,1,11.1,2
Maruti Eeco,9630,Petrol,Manual,1,6.6,1
KIA SONET,29780,Petrol,Manual,1,8.95,5
Honda City,36930,Petrol,Manual,2,9.1,3
Maruti Baleno,39000,Petrol,Manual,2,5.5,5
Hyundai Creta,82750,Petrol,Manual,2,9.0,6
Hyundai Xcent,99630,Diesel,Manual,3,4.5,8
Hyundai Creta,210000,Diesel,Manual,1,10.5,5
Tata Tiago,39530,Petrol,Manual,1,7.0,1
Maruti Wagon R 1.0,80430,Petrol,Manual,2,4.0,8
Mahindra E20 Plus,95750,Electric,Auto,1,2.75,8
Tata PUNCH,37350,Petrol,Auto,1,8.2,2
Mahindra TUV300,120000,Diesel,Manual,4,5.54,7
Skoda Rapid,120000,Diesel,Manual,1,8.36,7
Hyundai Creta,89420,Diesel,Manual,2,7.5,10
Maruti Baleno,48040,Petrol,Manual,1,6.83,4
Renault Duster,110000,Diesel,Manual,1,8.0,6
Maruti Baleno,83870,Petrol,Manual,1,5.9,6
Jaguar XF,89390,Diesel,Auto,2,11.38,11
Mahindra Thar,49450,Diesel,Manual,1,13.87,2
Mahindra Thar,71550,Diesel,Auto,2,13.5,4
Volkswagen Polo,110000,Petrol,Manual,1,7.5,4
MG ASTOR,5200,Petrol,Manual,1,10.5,3
Tata ALTROZ,30820,Petrol,Auto,1,8.79,2
Renault TRIBER,68370,Petrol,Manual,2,6.04,6
Maruti Dzire,110000,Diesel,Auto,1,8.15,7
Maruti Swift Dzire,180000,Diesel,Manual,2,4.0,9
Maruti Wagon R 1.0,42720,Petrol,Auto,3,3.72,7
Volkswagen Vento,150000,Diesel,Manual,2,4.0,10
Maruti Ertiga,63390,Petrol,Manual,1,10.8,3
Tata NEXON,69450,Petrol,Manual,1,7.6,3
Maruti Vitara Brezza,140000,Diesel,Auto,1,7.35,7
Hyundai Creta,58820,Petrol,Manual,1,15.4,4
Mahindra XUV500,110000,Diesel,Auto,3,10.51,7
Skoda Superb,220000,Diesel,Auto,2,3.0,14
Maruti Ertiga,98210,Petrol,Manual,2,11.46,3
Tata TIGOR,110000,Petrol,Manual,1,7.0,2
KIA SELTOS,72160,Petrol,Manual,1,10.5,5
Skoda KUSHAQ,33370,Petrol,Auto,2,14.0,2
Audi A4,160000,Diesel,Auto,3,4.0,15
Toyota Innova,150000,Diesel,Manual,2,6.78,11
Toyota Etios Liva,130000,Diesel,Manual,1,3.0,13
Toyota Etios,190000,Diesel,Manual,3,3.6,10
Maruti Baleno,84180,Petrol,Manual,1,6.42,5
Maruti Ertiga,190000,Diesel,Manual,2,5.5,13
Hyundai Creta,64379,Petrol,Auto,2,13.0,5
Toyota Etios,520000,Diesel,Manual,3,3.08,10
Maruti Wagon R 1.0,50370,Petrol,Auto,1,3.65,8
Maruti Ciaz,100000,Diesel,Manual,2,6.4,7
Hyundai GRAND I10 NIOS,28650,Petrol,Auto,1,8.0,2
Mahindra TUV300,180000,Diesel,Manual,1,5.58,10
Volkswagen Vento,160000,Diesel,Auto,3,4.0,10
Renault Kwid,31180,Petrol,Auto,1,4.5,4
Skoda Rapid,170000,Diesel,Manual,2,3.34,12
Honda Mobilio,78470,Diesel,Manual,1,6.19,10
Hyundai Eon,34390,Petrol,Manual,2,2.99,9
Hyundai Verna,190000,Diesel,Manual,3,4.23,12
Hyundai Verna,180000,Diesel,Manual,3,3.25,13
Skoda Superb,160000,Petrol,Manual,4,3.28,12
Ford Ecosport,110000,Diesel,Manual,3,5.22,8
Hyundai VENUE,43740,Petrol,Manual,1,9.0,4
Maruti Baleno,130000,Petrol,Manual,1,6.75,6
Mahindra Thar,29390,Diesel,Manual,1,9.5,6
Renault Lodgy,120000,Diesel,Manual,2,5.38,9
Maruti Swift,130000,Diesel,Manual,1,3.2,13
Audi Q5,110000,Diesel,Auto,3,11.0,12
Maruti New Wagon-R,36870,Petrol,Manual,1,4.8,6
Honda City,180000,Diesel,Manual,1,8.0,7
Volkswagen Jetta,110000,Diesel,Auto,3,3.81,13
KIA SELTOS,13520,Petrol,Auto,1,17.01,1
Mahindra XUV500,140000,Diesel,Manual,1,14.9,6
KIA SONET,61810,Diesel,Manual,1,10.75,3
Hyundai GRAND I10 NIOS,100000,Diesel,Manual,2,6.95,4
Mahindra Scorpio,100000,Diesel,Manual,1,15.5,6
Tata ALTROZ,16760,Petrol,Manual,1,8.75,1
Mahindra E20 Plus,24440,Electric,Auto,3,3.72,8
Hyundai New Elantra,170000,Diesel,Manual,1,3.5,12
Maruti Ritz,180000,Diesel,Manual,4,3.08,10
Skoda KUSHAQ,14570,Petrol,Manual,1,13.0,3
Toyota Fortuner,250000,Diesel,Manual,3,8.5,14
Hyundai Verna,120000,Diesel,Manual,3,4.8,11
Renault Duster,160000,Diesel,Manual,1,3.39,12
Hyundai Creta,49980,Petrol,Manual,1,8.5,7
Renault Duster,120000,Diesel,Manual,1,5.0,9
Mahindra Thar,18350,Diesel,Manual,1,15.5,3
Hyundai Creta,87700,Diesel,Manual,1,15.0,4
Renault Duster,100000,Diesel,Manual,1,5.6,9
Maruti Swift,190000,Diesel,Manual,2,3.5,14
Maruti Alto K10,37980,Petrol,Manual,1,5.15,2
Mahindra XUV500,130000,Diesel,Manual,3,3.8,12
Mahindra XUV500,170000,Diesel,Manual,3,3.92,12
Maruti Ertiga,150000,Diesel,Manual,2,5.5,13
Tata NEXON,22110,Diesel,Manual,1,13.1,2
Maruti Grand Vitara,60830,Petrol,Auto,1,16.61,3
MG HECTOR PLUS,190000,Diesel,Manual,2,16.3,5
Audi Q3,160000,Diesel,Auto,2,12.5,9
KIA SELTOS,77170,Diesel,Manual,1,17.0,4
Skoda KUSHAQ,25570,Petrol,Manual,2,11.0,2
Mahindra Thar,15970,Diesel,Auto,2,15.0,2
MG ASTOR,21140,Petrol,Auto,1,15.0,2
Tata Tiago,26970,Petrol,Manual,1,5.0,6
Volkswagen TAIGUN,20310,Petrol,Manual,1,11.0,1
Jeep Compass,150000,Diesel,Manual,3,8.15,8
Tata PUNCH EV,10610,Electric,Auto,1,13.0,1
Hyundai Verna,43030,Petrol,Manual,1,14.0,2
Landrover Freelander 2,99300,Diesel,Auto,2,12.22,13
Mahindra XUV 3XO,38500,Petrol,Manual,1,10.5,1
Hyundai Verna,130000,Diesel,Manual,3,4.9,11
Mahindra XUV300,99520,Diesel,Manual,1,10.5,2
Jeep Compass,97490,Diesel,Manual,2,11.0,7
Skoda Rapid,76700,Diesel,Manual,2,4.17,11
Hyundai Elite i20,77460,Petrol,Manual,2,7.0,5
Skoda Octavia,110000,Diesel,Auto,2,10.0,9
Volkswagen Vento,53230,Petrol,Manual,2,8.2,4
Audi Q7,150000,Diesel,Auto,3,5.56,16
Tata Safari,130000,Diesel,Manual,1,14.5,4
Maruti Ertiga,260000,Diesel,Manual,3,4.5,13
MG HECTOR PLUS,130000,Diesel,Manual,1,15.5,5
Toyota Innova,260000,Diesel,Manual,2,5.5,13
KIA SONET,77740,Diesel,Manual,1,11.3,3
Toyota Innova,220000,Diesel,Manual,2,6.7,12
Mahindra XUV500,270000,Diesel,Manual,2,4.0,13
Tata Tigor Buzz,76810,Petrol,Manual,1,4.49,7
KIA SELTOS,60000,Diesel,Auto,2,11.5,5
MG ZS EV,64879,Electric,Auto,1,15.17,4
Renault Koleos,84720,Diesel,Auto,2,8.0,11
KIA SELTOS,79340,Diesel,Auto,1,15.0,5
Maruti Ertiga,110000,Petrol,Manual,2,10.5,6
Audi A6,130000,Diesel,Auto,4,12.5,13
Maruti Wagon R 1.0,30360,Petrol,Auto,1,4.3,7
Honda Amaze,28850,Petrol,Manual,1,8.0,2
Honda City,35480,Petrol,Auto,1,14.5,2
Mahindra Thar,26960,Diesel,Manual,1,14.0,5
Tata PUNCH EV,20370,Electric,Auto,1,12.5,1
Maruti Swift,120000,Diesel,Manual,2,4.29,11
KIA SELTOS,18750,Diesel,Auto,1,18.0,4
Tata NEXON,31110,Petrol,Auto,2,9.9,5
Tata Safari,73000,Diesel,Auto,1,18.5,3
Mahindra MARAZZO,220000,Diesel,Manual,1,8.0,7
Jeep Compass,80830,Diesel,Auto,2,15.0,5
Tata TIGOR EV,130000,Electric,Auto,1,8.48,3
Maruti Swift Dzire,100000,Petrol,Manual,1,1.32,15
Mahindra KUV 100 NXT,87070,Diesel,Manual,2,3.81,8
Maruti Swift,100000,Petrol,Manual,3,2.46,11
Honda City,130000,Hybrid,Auto,1,12.31,3
Maruti Swift,68000,Diesel,Manual,1,3.5,8
Maruti Celerio,75290,Petrol,Manual,1,3.5,7
Maruti Alto 800,130000,Petrol,Manual,2,1.7,10
Hyundai Verna,77810,Diesel,Manual,2,5.23,9
Honda Mobilio,93300,Diesel,Manual,1,2.3,11
Maruti Wagon R 1.0,81530,Petrol,Manual,2,1.62,12
Maruti Wagon R 1.0,130000,Petrol,Manual,2,1.32,14
Maruti Alto K10,110000,Petrol,Manual,1,2.4,8
Hyundai Grand i10,110000,Diesel,Manual,2,2.82,10
Hyundai Grand i10,91710,Petrol,Manual,2,2.7,11
Mahindra SCORPIO CLASSIC,16090,Diesel,Manual,1,14.5,1
Maruti Vitara Brezza,110000,Diesel,Manual,1,7.56,8
Hyundai GRAND I10 NIOS,84480,Petrol,Manual,1,4.65,4
Maruti Vitara Brezza,96300,Diesel,Auto,1,5.33,7
Ford Ecosport,140000,Diesel,Manual,1,6.52,8
Ford Figo,87900,Petrol,Manual,2,2.52,10
Maruti Vitara Brezza,87250,Diesel,Manual,1,5.73,9
Volkswagen Polo,97640,Petrol,Manual,2,3.96,7
Volkswagen Vento,130000,Diesel,Auto,1,6.67,7
Tata NEXON,79890,Diesel,Auto,1,6.5,7
Maruti Wagon R 1.0,70610,Petrol,Manual,1,3.49,7
Maruti Vitara Brezza,96000,Diesel,Manual,1,5.5,8
Ford Ecosport,64550,Petrol,Auto,2,4.81,8
Tata TIGOR,30840,Petrol,Auto,1,5.42,4
Maruti Swift,99580,Petrol,Manual,1,4.81,6
Tata PUNCH,23780,Petrol,Manual,1,6.62,2
Renault Kwid,95500,Petrol,Manual,1,3.1,7
Maruti Wagon R 1.0,100000,Petrol,Manual,2,2.45,13
Maruti Baleno,140000,Petrol,Manual,2,5.0,5
Maruti Wagon R Stingray,74310,Petrol,Manual,3,2.67,9
Maruti Alto K10,52740,Petrol,Manual,2,3.81,6
Maruti Swift,43520,Petrol,Auto,1,6.5,4
Maruti Alto,47450,Petrol,Manual,2,1.0,15
Ford Ecosport,63580,Diesel,Manual,3,5.46,8
Hyundai Elite i20,41810,Petrol,Manual,1,5.0,6
Honda City,130000,Petrol,Manual,1,3.15,10
Mahindra XUV300,64069,Petrol,Manual,1,5.5,6
Hyundai Creta,150000,Diesel,Auto,1,8.0,7
Maruti Alto K10,22330,Petrol,Manual,1,4.22,2
Ford Ecosport,110000,Diesel,Manual,3,2.52,11
Maruti Baleno,58570,Petrol,Manual,2,4.12,7
Tata Zest,63300,Diesel,Manual,1,3.29,8
Mahindra Scorpio,92650,Diesel,Manual,1,12.0,6
Ford New Figo,180000,Diesel,Manual,1,2.75,9
Hyundai Elite i20,120000,Diesel,Manual,1,5.42,9
Hyundai GRAND I10 NIOS,68520,Petrol,Manual,1,6.32,4
Hyundai Elite i20,98070,Diesel,Manual,2,4.0,9
Ford Ecosport,77280,Diesel,Manual,1,4.45,10
Maruti Vitara Brezza,110000,Diesel,Manual,1,5.0,8
Mahindra Thar,43490,Diesel,Auto,1,15.4,2
MG HECTOR,95600,Diesel,Manual,1,8.5,5
KIA SONET,44090,Petrol,Auto,1,9.47,5
KIA SELTOS,110000,Diesel,Manual,1,11.01,5
Maruti Vitara Brezza,150000,Diesel,Manual,1,5.56,6
Maruti Dzire,48830,Petrol,Manual,1,5.1,4
KIA SELTOS,91310,Petrol,Manual,1,10.81,3
Maruti Swift,98920,Petrol,Auto,1,5.75,4
Hyundai Verna,58970,Diesel,Manual,1,6.13,9
